metadata,timesteps,grid_buying_price_units,grid_buying_price_values,gen_PV_units,gen_PV_values,e_bat_capacity_units,e_bat_capacity_values,e_bat_SOC_ini,e_bat_SOC_min,e_bat_SOC_max,e_bat_charging_power_units,e_bat_charging_power_values,electrolyzer_max_power_units,electrolyzer_max_power_values,electrolyzer_performance_units,electrolyzer_performance_values,H2_demand_units,H2_demand_values,H2_storage_SOC_capacity_units,H2_storage_SOC_capacity_values,H2_storage_SOC_ini,H2_storage_SOC_min,H2_storage_SOC_max,labels,prediction_label_min2,prediction_label_max2,estimated_labels,min_energy_MINLP,is_valid_MINLP,min_energy_uniform_annealer,is_valid_uniform_annealer,min_energy,is_valid
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[175.10994658756033, 146.75608703533095]",MW,"[16.904568991388086, 9.158607191674307]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1096084600.0,856671200.0,"[1096084600.0, 500000000, 856671200.0, 100000000]",,,-2728887861.5688887,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[180.4605292761188, 128.897918584506]",MW,"[22.109970182541957, 12.768223342306115]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1098500900.0,858059700.0,"[1098500900.0, 500000000, 858059700.0, 100000000]",,,-3182221620.688889,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[160.8737320986105, 141.9593745184338]",MW,"[13.79977852065778, 9.279210947980783]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095025200.0,854330430.0,"[1095025200.0, 500000000, 854330430.0, 100000000]",,,-2728887895.168889,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[138.2502929649802, 128.87103572989488]",MW,"[20.701029036008524, 8.85940465852376]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095337500.0,854537660.0,"[1095337500.0, 500000000, 854537660.0, 100000000]",,,-2728887986.798889,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[156.31034324190077, 112.50586924814554]",MW,"[20.994203342474652, 11.59805220592193]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1095656800.0,855568500.0,"[1095656800.0, 500000000, 855568500.0, 100000000]",,,-3688888363.842223,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[152.61392408931403, 127.10214138184223]",MW,"[20.78440254307351, 8.745144385971708]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[2.2, 2.2]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1088705300.0,849883900.0,"[1088705300.0, 500000000, 849883900.0, 100000000]",,,-1859910551.8711123,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[156.90008373973362, 114.82657628253695]",MW,"[16.317229646134468, 8.911650206267959]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[2.6000000000000005, 2.6000000000000005]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1091758800.0,850474560.0,"[1091758800.0, 500000000, 850474560.0, 100000000]",,,-2474310513.995111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[158.60057936683964, 144.15802228649474]",MW,"[13.663446809470114, 9.353892442170816]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1093140200.0,853686200.0,"[1093140200.0, 500000000, 853686200.0, 100000000]",,,-2728887879.7688885,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[158.8705281573121, 141.08797929651345]",MW,"[16.52833133756041, 12.781267449473264]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[4.200000000000002, 4.200000000000002]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1060000000.0, 100000000.0, 820000000.0]",1067202940.0,830671200.0,"[1067202940.0, 500000000, 830671200.0, 100000000]",,,-5955909925.955111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[151.4008562823301, 146.2575614189614]",MW,"[14.976206206089739, 7.4430721412144605]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1091671600.0,853080700.0,"[1091671600.0, 500000000, 853080700.0, 100000000]",,,-4231110087.291111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[160.35569268659773, 155.43086985413376]",MW,"[18.6714577935568, 8.957675179483347]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1094772100.0,856034940.0,"[1094772100.0, 500000000, 856034940.0, 100000000]",,,-2728887800.878889,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[178.9736818168817, 147.0900745334221]",MW,"[20.56062059549762, 13.828087073635889]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095247400.0,855198500.0,"[1095247400.0, 500000000, 855198500.0, 100000000]",,,-3688888202.4688888,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[124.8987701535354, 127.15019347327514]",MW,"[22.059948678588494, 11.089896883590079]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1096301300.0,856483460.0,"[1096301300.0, 500000000, 856483460.0, 100000000]",,,-3688888295.522222,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[123.36317077598706, 153.20367954485823]",MW,"[13.681497083236003, 12.39111584028471]",MWh,"[10.0, 10.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095517600.0,855646400.0,"[1095517600.0, 500000000, 855646400.0, 100000000]",,,-1291110038.7111115,True,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[129.6669793430243, 140.0641366766754]",MW,"[20.94157662551782, 11.102392939331489]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1092498300.0,852433200.0,"[1092498300.0, 500000000, 852433200.0, 100000000]",,,-4231110130.691111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[177.94545386900714, 149.81186201186068]",MW,"[15.58761131848413, 10.576184087615001]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1093727900.0,854619400.0,"[1093727900.0, 500000000, 854619400.0, 100000000]",,,-4231110062.441111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[156.51949438578154, 156.1711507588801]",MW,"[21.657643105901464, 11.576146096532273]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1096708000.0,857134850.0,"[1096708000.0, 500000000, 857134850.0, 100000000]",,,-2728887795.698889,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[163.94006031526587, 106.01353738951306]",MW,"[20.956133365330764, 12.292570572414983]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1094900600.0,854883700.0,"[1094900600.0, 500000000, 854883700.0, 100000000]",,,-3182221727.5088887,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[165.43728184003413, 106.42497938861545]",MW,"[17.25217703299306, 7.330145840486261]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[4.000000000000002, 4.000000000000002]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1075356500.0,839543740.0,"[1075356500.0, 500000000, 839543740.0, 100000000]",,,-5431110259.75111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[137.75973710398256, 156.23946669431254]",MW,"[15.575843626064996, 8.393462204619471]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[2.8000000000000007, 2.8000000000000007]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1093427200.0,853233340.0,"[1093427200.0, 500000000, 853233340.0, 100000000]",,,-2819910236.167111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[155.14387412485158, 155.46391764717455]",MW,"[15.084167242119664, 10.571905083718967]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1094750300.0,854383100.0,"[1094750300.0, 500000000, 854383100.0, 100000000]",,,-4231110022.8911104,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[180.195488191203, 120.99102701859888]",MW,"[12.487572694343704, 8.703309752116997]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095384200.0,854311700.0,"[1095384200.0, 500000000, 854311700.0, 100000000]",,,-4231110264.1811104,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[152.00709971550697, 113.71271624505152]",MW,"[11.94681971876902, 10.511115977785293]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095104600.0,854456900.0,"[1095104600.0, 500000000, 854456900.0, 100000000]",,,-2728888092.918889,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[176.72184866380562, 116.18085624972622]",MW,"[16.74308833328562, 8.506781788114562]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1097067300.0,856973500.0,"[1097067300.0, 500000000, 856973500.0, 100000000]",,,-4231110297.8511114,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[150.60096301192957, 117.7395226646965]",MW,"[11.72844331613294, 9.683340111886501]",MWh,"[12.0, 12.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1095074300.0,855148540.0,"[1095074300.0, 500000000, 855148540.0, 100000000]",,,-991665842.4866668,True,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[175.10720800882578, 146.4132944791286]",MW,"[19.70937992757517, 11.023868005781924]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1094548200.0,854455040.0,"[1094548200.0, 500000000, 854455040.0, 100000000]",,,-3182221538.975556,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[140.0159632160778, 147.50895111062752]",MW,"[19.964502970528557, 7.725883400931615]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1094969300.0,854756160.0,"[1094969300.0, 500000000, 854756160.0, 100000000]",,,-3182221533.8422227,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[127.72033899684067, 125.25405410043398]",MW,"[14.399559388472898, 8.65779612097569]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1093286900.0,854084700.0,"[1093286900.0, 500000000, 854084700.0, 100000000]",,,-3688888304.388889,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[144.6508216791093, 129.3462063545633]",MW,"[16.27102149484428, 13.37269904976493]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095110700.0,856071700.0,"[1095110700.0, 500000000, 856071700.0, 100000000]",,,-4231110205.66111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[129.86868692025098, 112.06798822407347]",MW,"[16.750734251224912, 9.23269163153132]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[2.2, 2.2]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1060000000.0, 100000000.0, 820000000.0]",1087075700.0,845019650.0,"[1087075700.0, 500000000, 845019650.0, 100000000]",,,-1859910618.0031123,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[167.4630981344029, 118.66208406702128]",MW,"[19.97248103087617, 10.970460564499003]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095629600.0,854682750.0,"[1095629600.0, 500000000, 854682750.0, 100000000]",,,-3688888335.142222,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[178.5869814824211, 117.59228953500033]",MW,"[20.287523050083525, 11.14332248699987]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095939100.0,854684700.0,"[1095939100.0, 500000000, 854684700.0, 100000000]",,,-4231110287.9811096,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[169.7264159180074, 107.0579604615889]",MW,"[19.10964706843091, 11.452016438810887]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.200000000000001, 3.200000000000001]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1093558500.0,854243100.0,"[1093558500.0, 500000000, 854243100.0, 100000000]",,,-3587910425.927111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[156.30294405909117, 145.09901107671666]",MW,"[15.41976889553073, 10.938053603152857]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1092643700.0,854969400.0,"[1092643700.0, 500000000, 854969400.0, 100000000]",,,-3688888211.755556,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[123.58492225160151, 144.39381628999547]",MW,"[13.503772872337963, 9.98715435363853]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[4.8000000000000025, 4.8000000000000025]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1087317000.0,850975500.0,"[1087317000.0, 500000000, 850975500.0, 100000000]",,,-7683909724.967106,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[125.2592884651337, 139.18532659495986]",MW,"[17.441303181892355, 9.679892705205848]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.200000000000001, 3.200000000000001]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1093157200.0,854499700.0,"[1093157200.0, 500000000, 854499700.0, 100000000]",,,-3587910220.295111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[143.68784184542463, 141.8524113191961]",MW,"[18.35475363564341, 7.272452886442923]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1093681400.0,854561540.0,"[1093681400.0, 500000000, 854561540.0, 100000000]",,,-3182221560.2555566,False,,
